"","dataverse","id","identifier","persistentUrl","protocol","authority","publisher","publicationDate","versionState","lastUpdateTime","releaseTime","createTime","license","termsOfUse","title","author","datasetContact","dsDescription","notesText","subject","productionDate","productionPlace","depositor","dateOfDeposit","downloadCount","contentSize (MB)"
"56","HRC","635","K2JAWP","https://doi.org/10.18738/T8/K2JAWP","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-02","RELEASED","2018-02-13T18:29:55Z","2018-02-13T18:29:55Z","2018-02-13T18:28:41Z","CC0","CC0 Waiver","Henry James Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","Henry James was an American writer born in 1843. Throughout most of his life, he alternated his time between America and Europe, eventually settling in England. His works often commented on the relationship between Americans and Europeans, and toward the end of his life, he became an official British subject.

The Henry James collection includes manuscripts and letters written by the novelist and critic. The bulk of the collection centers on his activity in the British theater, beginning in 1886 with letters to Elizabeth Robins and to Florence Bell, wife of Sir Hugh Bell and an interested critic of James's theatrical attempts.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-02","1","0.9006900787353516"
"57","HRC","634","NJJAYV","https://doi.org/10.18738/T8/NJJAYV","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-02","RELEASED","2018-02-13T18:27:56Z","2018-02-13T18:27:56Z","2018-02-13T18:27:19Z","CC0","CC0 Waiver","Henry David Thoreau Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","Henry David Thoreau, born in 1817, was an American author, historian, poet, naturalist, and philosopher. He was a leader of transcendentalism and came to find a mentor and friend in Ralph Waldo Emerson. Thoreau's better-known works include Walden and Civil Disobedience.

The Henry David Thoreau collection contains several short manuscripts in addition to both incoming and outgoing correspondence. This collection also includes several handwritten journal entries from the 1840s and 1850s.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-02","2","0.1328716278076172"
"58","HRC","633","R6RODU","https://doi.org/10.18738/T8/R6RODU","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-02","RELEASED","2018-02-13T18:26:28Z","2018-02-13T18:26:28Z","2018-02-13T18:25:57Z","CC0","CC0 Waiver","Jack London Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The Jack London collection includes manuscripts and letters by the American author and journalist Jack London. London's letters are directed to Edward Martin Moore, H. Ray Peck, and Vincent Starrett. There are also three letters by his wife, Charmian Kittredge London, to poet John Myers O'Hara, as well as materials documenting William Manning Morgan's collection of Jack London materials.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-02","7","0.19399547576904297"
"59","HRC","632","ZF8QQZ","https://doi.org/10.18738/T8/ZF8QQZ","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-02","RELEASED","2018-02-13T18:24:52Z","2018-02-13T18:24:52Z","2018-02-13T18:23:25Z","CC0","CC0 Waiver","Joel Chandler Harris","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","Joel Chandler Harris was an American journalist, author, and folklorist, best known for his Uncle Remus stories. He lived in Atlanta for much of his life, where he served as an associate editor of the Atlanta Constitution.

The Joel Chandler Harris collection includes manuscripts and letters. Of particular significance are manuscripts for six short stories that were compiled in Nights with Uncle Remus, published in 1883. They include: ""The Moon in the Mill Pond,"" ""Brother Rabbit Takes Some Exercise,"" ""Why Brother Bear Has No Tail,"" ""How Brother Rabbit Frightened His Neighbors,"" ""Mr. Man Has Some Meat,"" and ""How Brother Rabbit Got the Meat.""

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-02","2","1.756601333618164"
"60","HRC","581","VXATC2","https://doi.org/10.18738/T8/VXATC2","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-02","RELEASED","2018-02-13T18:22:48Z","2018-02-13T18:22:48Z","2018-02-02T14:53:37Z","CC0","CC0 Waiver","Joseph Conrad Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","Joseph Conrad was born to Polish parents in 1857 in Berdychiv, which is part of modern Ukraine. As a young man he spent 19 years as a merchant marine sailing on French and British ships. His years at sea and the various persons he encountered served as inspiration for events and characters in his subsequent literary career. English was his third language (after Polish and French), which imbues his writing with a distinct style.

The Joseph Conrad collection contains manuscripts, letters, documents, and photographs. Of particular significance are manuscripts for several of his novels, including Almayer's Folly (1895), Chance (1913), and Victory (1915). His outgoing correspondence includes letters to Henry D. Davray, Norman Douglas, Henry James, Alfred A. Knopf, and others.

Incoming correspondence has been excluded from this online collection due to copyright concerns.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-02","1","1.778573989868164"
"61","HRC","631","XALAED","https://doi.org/10.18738/T8/XALAED","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-02","RELEASED","2018-02-13T18:21:11Z","2018-02-13T18:21:11Z","2018-02-13T18:20:29Z","CC0","CC0 Waiver","Julia Ward Howe","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","Julia Ward Howe was a musician, a celebrated abolitionist, and a women's rights advocate. She was a member of the Woman Suffrage Association, organized the Woman's Peace Congress in London in 1871, and was eventually elected President of the Association of the Advancement of Women in 1881. Still, she will always be remembered for ""The Battle Hymn of the Republic,"" which led Mark Twain to sponsor her as the first woman ever to be elected to the Academy of Arts and Letters.

The Julia Ward Howe collection includes manuscripts and letters by the American poet and abolitionist. Letters to Elizabeth Fairchild, E. S. Goodwin, and others are present.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-02","0","0.1239471435546875"
"62","HRC","630","WVJ33R","https://doi.org/10.18738/T8/WVJ33R","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-02","RELEASED","2018-02-13T18:19:27Z","2018-02-13T18:19:27Z","2018-02-13T18:19:22Z","CC0","CC0 Waiver","Katherine Mansfield Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The Katherine Mansfield collection contains materials from the New Zealand-born English writer, including manuscripts of her earliest work published under the name Kathleen Beauchamp and excerpts from her journals. Also present are her letters to Ottoline Morrell, John Middleton Murry, and other friends and family members. A significant amount of material was gathered by biographer Ruth Elvish Mantz from close associates of Mansfield.

Incoming correspondence has been excluded from this online collection due to copyright concerns.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-02","5","0.47605419158935547"
"63","HRC","629","N6XE5X","https://doi.org/10.18738/T8/N6XE5X","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-03","RELEASED","2018-02-13T18:16:55Z","2018-02-13T18:16:55Z","2018-02-13T18:16:08Z","CC0","CC0 Waiver","L. Frank Baum Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The L. Frank Baum collection includes two manuscripts by the American children's book author, who is best known for writing The Wonderful Wizard of Oz (1900). The manuscripts represent The Magic of Oz (published posthumously in 1919) and The Tin Woodman of Oz (1918). The Magic of Oz is written on the versos of two earlier manuscripts published under the pseudonym Edith Van Dyne.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-03","1","0.3396282196044922"
"64","HRC","628","P66RQH","https://doi.org/10.18738/T8/P66RQH","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-03","RELEASED","2018-02-13T18:10:17Z","2018-02-13T18:10:17Z","2018-02-13T18:09:34Z","CC0","CC0 Waiver","Mary Elizabeth Braddon","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","Mary Elizabeth Braddon was a prolific English writer of popular fiction in the Victorian period. Her best-known work is Lady Audley's Secret, published in 1862.

The Mary Elizabeth Braddon collection is drawn from a portion of the Robert Lee Wolff collection of nineteenth-century fiction. It focuses solely on Braddon and contains original diaries, journals, manuscripts, photographs, drawings, playbills, and correspondence. Manuscripts are present for The Good Hermione, Joshua Haggard's Daughter: A Novel, and Mary, among others. Twenty five diaries spanning from 1890 to 1915 document Braddon's daily life, while seven journals provide insight into her writing process. Included in the correspondence are letters from Wilson Barrett, J. M. Barrie, Herbert Beerbohm Tree, Arthur Conan Doyle, Thomas Hardy, Henry Irving, Henry James, and Arthur W. Pinero.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-03","0","4.7514142990112305"
"65","HRC","627","RVDCIW","https://doi.org/10.18738/T8/RVDCIW","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-07","RELEASED","2018-02-13T17:52:24Z","2018-02-13T17:52:24Z","2018-02-13T17:51:49Z","CC0","CC0 Waiver","O. Henry Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","O. Henry, whose real name was William Sydney Porter, was an American author of short stories. His works are remembered for their wit and wordplay, and often feature surprise endings, as seen in his Christmas story, ""The Gift of the Magi.""

O. Henry was born in North Carolina in 1862. He moved to Texas in 1882 and to Austin in 1884. He was employed in a variety of jobs throughout his life: pharmacist, draftsman, bank teller, and journalist. He wrote stories in his spare time and sent submissions to newspapers and magazines. From 1887 to 1891 he worked as a draftsman in the Texas General Land Office, drawing maps. He later worked as a teller at the First National Bank in Austin, where some discrepancies in bookkeeping led to him being accused of embezzling funds.

After a move to Houston in 1895, he was convicted of embezzlement and sent to prison. He served his sentence from 1898 to 1901, but continued writing and sending stories to publishers. He first adopted his O. Henry pseudonym with the publication of ""Whistling Dick's Christmas Stocking"" in December 1899. After his release from prison until his death in 1910, O. Henry lived in New York City. He wrote nearly 400 short stories in this period, including more than a year's worth of weekly stories for the New York World Sunday Magazine.

The O. Henry collection includes the handwritten, 47-page manuscript for a short story, ""The Venturers,"" in addition to several smaller manuscripts and drawings. Some of these were written for his daughter, Margaret. Also present are two photostats of map decorations from O. Henry's time at the General Land Office. The collection also contains both outgoing and incoming letters. Correspondents include his wives (Athol Estes Porter and Sara Coleman Porter), members of the Roach family (Athol's parents), Robert Underwood Johnson, and others.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-07","5","0.5242710113525391"
"66","HRC","626","EA4GZC","https://doi.org/10.18738/T8/EA4GZC","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-07","RELEASED","2018-02-13T17:49:55Z","2018-02-13T17:49:55Z","2018-02-13T17:49:51Z","CC0","CC0 Waiver","Oscar Wilde Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The Oscar Wilde collection includes manuscripts and letters written by the Irish poet and playwright.

Series I. is composed of five major works by Oscar Wilde. The Importance of Being Earnest, Lady Windermere's Fan, and A Woman of No Importance are present as complete typescripts while an incomplete draft of A Florentine Tragedy is handwritten. Salomé, in French, is a complete holograph notebook. A few additional items are also present.

Series II. is divided into outgoing and incoming correspondence. Outgoing correspondence are letters from Wilde to friends and associates including George Alexander, Frank Harris, and Ada Leverson, among others. Incoming correspondence includes letters to Wilde from a wide variety of friends and admirers.

Series III. is divided into works by other authors and third-party correspondence. Works by other authors include Mr. and Mrs. Daventry (based on a plot by Wilde) by Frank Harris and Robert Sherard's Oscar Wilde: The Story of an Unhappy Friendship. Third-party correspondence includes letters between people who were associated with Wilde, his family, and his biographers, including Vyvyan Holland, Arthur Ransome, and Constance Wilde.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-07","3","1.8476943969726562"
"67","HRC","625","CKRKJJ","https://doi.org/10.18738/T8/CKRKJJ","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-07","RELEASED","2018-02-13T17:48:42Z","2018-02-13T17:48:42Z","2018-02-13T17:48:38Z","CC0","CC0 Waiver","Robert Louis Stevenson Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The Robert Louis Stevenson collection includes manuscripts and letters written by the Scottish novelist, as well as letters and manuscripts about him by others. Correspondents include Stevenson's wife, mother, and cousin, as well as writers Edmund Gosse and H. Rider Haggard. Also present are a facsimile of baby records kept by Stevenson's mother (1850-1858), lecture cards from the University of Edinburgh (1869-1872), and a journal kept by Stevenson's father in 1845. Several letters to Sir Sidney Colvin concerning Stevenson are also present.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-07","0","0.6408529281616211"
"68","HRC","624","CRIWDF","https://doi.org/10.18738/T8/CRIWDF","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-07","RELEASED","2018-02-13T17:44:23Z","2018-02-13T17:44:23Z","2018-02-13T17:44:19Z","CC0","CC0 Waiver","Sara Teasdale Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","Sara Teasdale was an American poet born in 1884. Over the years, she ran with several literary and poetry circles, even starting a literary magazine with one group called The Potter's Wheel. Through these circles, she met Vachel Lindsay, with whom she had a relationship and a later friendship. In 1918, Sara Teasdale won the Pulitzer Prize for her collection of poetry, Love Songs.

The collection includes two manuscripts and four letters by Sara Teasdale. Recipients of the correspondence include Anna Catherine and Edwin Markham as well as John Meyers O'Hara.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-07","2","0.04463481903076172"
"69","HRC","622","4Z1GAK","https://doi.org/10.18738/T8/4Z1GAK","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-07","RELEASED","2018-02-13T17:34:50Z","2018-02-13T17:34:50Z","2018-02-13T17:34:46Z","CC0","CC0 Waiver","Thomas Hardy Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","English novelist and poet Thomas Hardy was born in 1840 in Higher Bockhampton, Dorset, England to stonemason Thomas Hardy and his wife Jemima. He was taught at home by his mother and at the local school until he was sent to Dorchester in 1850, where he spent six years learning Latin and French among other subjects. Unable to pursue a scholarly or clerical career, from 1856 to 1862 he was apprenticed to a local architect who specialized in church restoration. Hardy left for London in 1862 and spent five years working as an assistant to architect Arthur Blomfield. While in London Hardy began writing poetry, and his satirical sketch ""How I Built Myself a House"" won a prize and was published in 1865. His first attempt at a novel was not published, although the publisher Macmillan encouraged him to keep writing.

Hardy returned to Bockhampton in 1867 and resumed architectural work. In 1870, while restoring a church in St. Juliot, he met Emma Lavinia Gifford, the rector's sister-in-law, whom he married in 1874. During this period, his first novel Desperate Remedies (1871) was published anonymously, followed by Under the Greenwood Tree (1872), A Pair of Blue Eyes (1873), and his successes Far from the Madding Crowd (1874) and The Return of the Native (1878). Hardy and Emma settled in Dorchester in 1885 at Max Gate, a large villa that Hardy designed and in which he lived for the rest of his life. His literary popularity continued with The Mayor of Casterbridge (1886), but his final two novels, Tess of the d'Urbervilles (1891) and Jude the Obscure (1895), evoked controversy. Disturbed by the public uproar, Hardy returned to writing poetry, collecting his earlier poems in Wessex Poems (1898) and publishing an epic drama in blank verse, The Dynasts, in three parts (1904-1908). Emma Hardy died suddenly in 1912 and prompted the poems that appeared in Poems 1912-13 (1913). In 1914, Hardy married his secretary, Florence Emily Dugdale.

During his long life, Hardy wrote 14 novels, more than 40 short stories, over 900 poems, two dramas, and also worked on his autobiography from 1920 to 1927. He died at Max Gate at the age of 87 in 1928. A compromise arrangement between the family and Hardy's literary executor resulted in Hardy's remains being buried in the Poet's Corner in Westminster Abbey in London, except for his heart, which was buried alongside his first wife Emma in Dorchester.

The Thomas Hardy collection contains manuscript works and correspondence by Hardy as well as Hardy-related materials created by others. The Works series contains manuscripts mainly of poetry, but also includes some of Hardy's stories, an article on Stonehenge, a paper on church restoration, a dramatic version of Tess of the d'Urbervilles, a play synopsis for Jude the Obscure, an epilogue to The Dynasts, and a few other pieces. In addition to literary works, there are also 20 architectural drawings by Hardy for the restoration of St. Juliot's Church, Cornwall, dating from 1867 to 1870.

The Correspondence series consists mainly of letters written by Hardy to multiple recipients. The largest groups of these letters were written to banker, politician, and author Sir Edward Robert Pearce Edgcumbe; playwright St. John Greer Ervine; publisher and author Sir Newman Flower; jurist and historian Frederic Harrison; and poet Sir Henry John Newbolt. A small number of letters written to Hardy are also present. The final series is made up largely of correspondence relating to Thomas Hardy and includes a few letters either written by or received by his wives Emma or Florence. Several of the letters were written to Howard Bliss.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-07","1","0.8525218963623047"
"70","HRC","623","7YRHOS","https://doi.org/10.18738/T8/7YRHOS","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-07","RELEASED","2018-02-13T17:50:05Z","2018-02-13T17:50:05Z","2018-02-13T17:39:51Z","CC0","CC0 Waiver","Vachel Lindsay Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","American poet Vachel Lindsay sought to amplify the musical quality of poetry. He is remembered as one of the founders of modern singing poetry, a style in which verses are meant to be sung or chanted. Lindsay was friends with poets Langston Hughes and Sara Teasdale, and was also linked to fellow Illinois poets Carl Sandburg and Edgar Lee Masters.

The Vachel Lindsay collection contains manuscripts and letters. Lindsay studied art as a young man, and often added illustrations to his poetry and correspondence. Several examples are included in this collection. In the 1910s and 1920s Lindsay traveled extensively, offering performances of his poetry as a way to make money. His letters document those journeys across the United States. Of particular interest in the collection are 50 pieces of correspondence between Vachel Lindsay and British journalist, travel-writer, and novelist Stephen Graham.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-07","1","0.41510677337646484"
"71","HRC","620","OXVTA5","https://doi.org/10.18738/T8/OXVTA5","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-07","RELEASED","2018-02-13T17:31:56Z","2018-02-13T17:31:56Z","2018-02-13T17:31:51Z","CC0","CC0 Waiver","Violet Hunt Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","Violet Hunt was a British novelist, biographer, and literary hostess born in 1862 to novelist Margaret Hunt and painter Alfred Hunt. She was a part of the pre-Raphaelite social circle that included Oscar Wilde, Radclyffe Hall, and Ford Madox Brown with whom she lived for 10 years. Hunt was considered a New Woman novelist, and her works are comprised of seventeen novels, three collections of short stories, two autobiographical memoirs, and numerous journal articles.

The Violet Hunt collection includes proofs and letters by the English writer and literary hostess.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-07","2","0.13032245635986328"
"72","HRC","619","YGGQ10","https://doi.org/10.18738/T8/YGGQ10","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-07","RELEASED","2018-02-13T17:30:44Z","2018-02-13T17:30:44Z","2018-02-13T17:30:24Z","CC0","CC0 Waiver","Washington Irving Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","Washington Irving was an American author and diplomat born in 1783. He is considered to be the first international best seller and was a frequent traveler abroad. It was during these travels that he became the secretary to the American Legion in London and eventually the U.S. Minister to Spain.

The Washington Irving collection contains manuscripts and letters by the American author, including materials for A Tour on the Prairies and a chapter of his Life of George Washington.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-07","3","0.35429859161376953"
"73","HRC","618","8KJA6T","https://doi.org/10.18738/T8/8KJA6T","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-07","RELEASED","2018-02-13T17:28:55Z","2018-02-13T17:28:55Z","2018-02-13T17:28:49Z","CC0","CC0 Waiver","William Makepeace Thackeray","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","Nineteenth-century author William Makepeace Thackeray is best known for his novel Vanity Fair, a portrait of English society. In addition to his talent in writing satire, he was also a skilled artist, producing many sketches and drawings that illustrate his life in Victorian England.

The William Makepeace Thackeray collection includes manuscripts of writings, drawings, and letters. Several items are of particular interest, including Thackeray's pocket sketchbook of pencil drawings, dating from 1840, and a set of 12 character illustrations for Vanity Fair, which were rendered in watercolor by Joseph Clayton Clarke, better known as Kyd. Among the correspondents are George Cruikshank, William Charles Macready, John Reagan, John Ruskin, and several family members, including his mother, Anne Becher Thackeray Carmichael-Smyth, and his daughter, Anne Thackeray Ritchie.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-07","1","1.0991592407226562"
"74","HRC","617","QKPPM1","https://doi.org/10.18738/T8/QKPPM1","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-07","RELEASED","2018-02-13T17:26:50Z","2018-02-13T17:26:50Z","2018-02-13T17:25:52Z","CC0","CC0 Waiver","Zane Grey Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","Zane Grey was an American author of popular Western adventure stories and novels. Many of his works were adapted for radio, film, or television, including his novel Riders of the Purple Sage (1912) and The Lone Star Ranger (1915), which inspired the television series The Lone Ranger. Prior to his success as a published author, Zane Grey played minor league baseball and operated a dental practice in New York City. Throughout his life he was also an avid fisherman.

The Zane Grey collection contains manuscripts of writings by the American novelist, including handwritten versions of his early works Betty Zane (1903) and The Last Trail (1906). Dozens of letters sent to Grey or his publisher Charles Francis Press are also present in the collection.

This collection was digitized as part of Project REVEAL (Read and View English & American Literature).",NA,"Arts and Humanities","2015","Harry Ransom Center","Ballou, Jullianne","2018-01-07","0","0.5802679061889648"
"75","HRC","616","MBRE4N","https://doi.org/10.18738/T8/MBRE4N","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-09","RELEASED","2018-02-13T17:23:48Z","2018-02-13T17:23:48Z","2018-02-13T17:23:42Z","CC0","CC0 Waiver","William Wordsworth Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The William Wordsworth collection contains manuscripts and letters by the English Romantic poet. Correspondents include John Gardner, Richard Parkinson, Edward Quillinan, Richard Sharpe, and Mrs. Wordsworth.",NA,"Arts and Humanities","2016","Harry Ransom Center","Ballou, Jullianne","2018-01-09","2","0.07423877716064453"
"76","HRC","615","BS0G9T","https://doi.org/10.18738/T8/BS0G9T","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-09","RELEASED","2018-02-13T17:18:16Z","2018-02-13T17:18:16Z","2018-02-13T17:18:11Z","CC0","CC0 Waiver","Robert Burns Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The Robert Burns collection includes five manuscripts and three letters written by the Scottish poet. Correspondents include Allan Cunningham, Robert Muir, and an unidentified recipient. Also present are an autograph of Burns' brother Gerald Burns and a manuscript containing an additional verse for ""Green Grow the Rashes"" by Robert Burns, Jr.",NA,"Arts and Humanities","2016","Harry Ransom Center","Ballou, Jullianne","2018-01-09","0","0.0691843032836914"
"77","HRC","614","HJYOT5","https://doi.org/10.18738/T8/HJYOT5","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-09","RELEASED","2018-02-13T17:16:35Z","2018-02-13T17:16:35Z","2018-02-13T17:16:09Z","CC0","CC0 Waiver","Charles Brockden Brown Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The Charles Brockden Brown collection includes manuscript prose and poetry pieces, mathematical calculations, and notes and architectural drawings by the American novelist, historian, and editor Charles Brockden Brown, and also some of his correspondence, most notably thirty-seven letters to his wife, Elizabeth Linn Brown.",NA,"Arts and Humanities","2016","Harry Ransom Center","Ballou, Jullianne","2018-01-09","0","0.2827901840209961"
"78","HRC","613","BXB2BI","https://doi.org/10.18738/T8/BXB2BI","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-09","RELEASED","2018-02-13T17:14:42Z","2018-02-13T17:14:42Z","2018-02-13T17:14:24Z","CC0","CC0 Waiver","John Keats Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The John Keats collection includes manuscripts and letters by the English Romantic poet. Present are fragments of poems ""Isabella"" and ""Lamia,"" as well as a manuscript of his verse tragedy ""Otho the Great."" Two letters by Keats are included, written to his sister-in-law, Georgina Keats, and to John Hamilton Reynolds.",NA,"Arts and Humanities","2016","Harry Ransom Center","Ballou, Jullianne","2018-01-09","0","0.1511392593383789"
"79","HRC","612","BBC71O","https://doi.org/10.18738/T8/BBC71O","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-09","RELEASED","2018-02-13T16:44:32Z","2018-02-13T16:44:32Z","2018-02-13T16:44:26Z","CC0","CC0 Waiver","Henry Wadsworth Longfellow Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The Henry Wadsworth Longfellow Collection includes manuscripts and letters written by the American poet and educator. Among his manuscripts are notes for The song of Hiawatha. Correspondents include Alfred Domett, James R. Osgood, William Wetmore Story, Harriet Ware, and others.",NA,"Arts and Humanities","2016","Harry Ransom Center","Ballou, Jullianne","2018-01-09","0","0.14111709594726562"
"80","HRC","611","C4EQ3W","https://doi.org/10.18738/T8/C4EQ3W","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-09","RELEASED","2018-02-13T16:42:00Z","2018-02-13T16:42:00Z","2018-02-13T16:36:12Z","CC0","CC0 Waiver","Baron Alfred Tennyson Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The Baron Alfred Tennyson Collection includes manuscripts, fragments, and proofs of works and letters written by the English poet. The manuscripts represent Enid, The Falcon, Gareth and Lynette, Idylls of the King, The Lover's Tale, Poems (1869), The Promise of May, and other works.",NA,"Arts and Humanities","2016","Harry Ransom Center","Ballou, Jullianne","2018-01-09","2","0.352783203125"
"81","HRC","610","H77VLX","https://doi.org/10.18738/T8/H77VLX","doi","10.18738/T8","Texas Data Repository Dataverse","2018-01-09","RELEASED","2018-02-13T16:27:57Z","2018-02-13T16:27:57Z","2018-02-13T16:27:51Z","CC0","CC0 Waiver","Sir Walter Scott Collection","Ballou, Jullianne - University of Texas at Austin","Ballou, Jullianne - University of Texas at Austin - jhballou@gmail.com","The Sir Walter Scott collection includes manuscripts and letters written by the Scottish novelist, playwright, and poet, as well as a number of family letters written or received during and after Scott's final illness.",NA,"Arts and Humanities","2016","Harry Ransom Center","Ballou, Jullianne","2018-01-09","1","0.355224609375"
